Week,Date,Cluster,URL,Existing/New,Primary Keyword,Supporting Keywords,Search Intent,Action,Content Requirement,Image Requirement,Internal Links,Schema,Fact Sources,Priority,Owner Agent,Dependencies,Status
10,2026-11-09,technical,/routes/ + /cities/ hubs full build-out,Existing (v1 from W1),pet relocation routes Dubai; pet relocation UAE cities,pet relocation UAE (390/mo); pet relocation services UAE,navigational/hub,EXPAND,"Complete the W1 v1 hubs: /routes/ gains cards for all 21 route pages (inbound/outbound grouping, timeline/cost teasers, GCC corridors highlighted); /cities/ gains Sharjah card + emirate regulatory-difference content (federal MOCCAE vs municipality-level).","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Flat route-map diagram grouping inbound and outbound corrido; Route cards: Flat icon set: crate, plane silhouette, document, paw",23 inbound (23 P1) / 22 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList + ItemList,MOCCAE; municipality sources,86,Content Writer,W7-W8 route pages live; /cities/sharjah/ live,planned
10,2026-11-09,local-dubai-marina,/dubai/dubai-marina/,Existing,pet relocation Dubai Marina,pet transport Dubai Marina; dog & cat transport Dubai Marina,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): high-rise/tower access, lifts & lobby rules, marina promenade dog rules, DXB routing ~30 min; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner carrying a cat carrier into a Marina tower lobby with ; Local logistics: Owner walking a french bulldog on the Marina promenade in ea",4 inbound (0 P1) / 5 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,68,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-jlt,/dubai/jlt/,Existing,pet relocation Jumeirah Lakes Towers (JLT),pet transport Jumeirah Lakes Towers (JLT); dog & cat transport Jumeirah Lakes Towers (JLT),commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): cluster-tower logistics, lakeside dog park proximity, DMCC community rules; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner with a beagle beside the JLT lakes with cluster towers; Local logistics: Handler loading a crated cat into a van at a JLT cluster tow",3 inbound (0 P1) / 5 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-jbr,/dubai/jbr/,Existing,pet relocation JBR,pet transport JBR; dog & cat transport JBR,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): beachfront towers, The Walk pet rules, ABSORBS bluewaters content on merge; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner walking a golden retriever along a beachfront promenad; Local logistics: Coordinator carrying a cat carrier from a beachfront tower t",4 inbound (0 P1) / 5 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-palm-jumeirah,/dubai/palm-jumeirah/,Existing,pet relocation Palm Jumeirah,pet transport Palm Jumeirah; dog & cat transport Palm Jumeirah,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): frond villa access gates, Nakheel community rules, longer DXB routing, monorail/trunk access; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Labrador at the gate of a Palm-style frond villa with a trav; Local logistics: Simple route diagram from Palm fronds to DXB and DWC with ti",3 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-downtown-dubai,/dubai/downtown-dubai/,Existing,pet relocation Downtown Dubai,pet transport Downtown Dubai; dog & cat transport Downtown Dubai,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): boulevard/apartment towers, Burj area building pet policies, ABSORBS city-walk content on merge; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner with a pomeranian in a Downtown boulevard apartment lo; Local logistics: Cat carrier and document folder ready by a Downtown apartmen",6 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-business-bay,/dubai/business-bay/,Existing,pet relocation Business Bay,pet transport Business Bay; dog & cat transport Business Bay,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): commercial-residential towers, canal-side buildings; ND1 differentiation = high-rise corporate angle (vs bur-dubai old-city); plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner walking a cockapoo along a canal-side path with towers; Local logistics: Handler with a crated small dog at a Business Bay tower load",5 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-jumeirah,/dubai/jumeirah/,Existing,pet relocation Jumeirah,pet transport Jumeirah; dog & cat transport Jumeirah,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): beachfront villas, Jumeirah 1-3 sub-areas, ABSORBS port-de-la-mer content on merge; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Saluki in a shaded Jumeirah villa garden with frangipani tre; Local logistics: Handler loading a crated Maine Coon into a van at a villa ga",5 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-arabian-ranches,/dubai/arabian-ranches/,Existing,pet relocation Arabian Ranches,pet transport Arabian Ranches; dog & cat transport Arabian Ranches,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): gated villa community, Ranches 1/2/3, pet-friendly golf community; ND3 differentiation = community-level (dubailand becomes district hub); plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Golden retriever on a golf-community villa lawn with bougain; Local logistics: Van at a community security gate with handler showing a pass",3 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-dubai-hills,/dubai/dubai-hills/,Existing,pet relocation Dubai Hills Estate,pet transport Dubai Hills Estate; dog & cat transport Dubai Hills Estate,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): park access, villa+apartment mix; ND4 differentiation = family park community (vs meydan racing/horses); plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Cocker spaniel on a Dubai Hills-style park path with villas ; Local logistics: Coordinator carrying a cat carrier out of a Dubai Hills apar",4 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-jvc,/dubai/jvc/,Existing,pet relocation JVC,pet transport JVC; dog & cat transport JVC,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): high-density pet-popular mid-market, circle layout — strongest B-grade demand signal, promoted Grade A; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner walking a beagle past JVC-style circular mid-rise buil; Local logistics: Handler loading a crated cat into a van at a JVC mid-rise en",7 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-al-barsha,/dubai/al-barsha/,Existing,pet relocation Al Barsha,pet transport Al Barsha; dog & cat transport Al Barsha,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): Barsha 1/2/3, Mall of the Emirates area, vet density; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner with a husky in an Al Barsha villa driveway at dusk; Local logistics: Owner carrying a cat carrier into a small neighbourhood vet ",5 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-mirdif,/dubai/mirdif/,Existing,pet relocation Mirdif,pet transport Mirdif; dog & cat transport Mirdif,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): villa suburb near DXB, airport-adjacent collection logistics; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Labrador in a Mirdif-style villa garden with a plane passing; Local logistics: Simple route diagram Mirdif to DXB and DWC with timing contr",4 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-dubai-south,/dubai/dubai-south/,Existing,pet relocation Dubai South,pet transport Dubai South; dog & cat transport Dubai South,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): DWC/Al Maktoum airport cargo angle — already has unique DWC section, build on it; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner with a beagle outside a Dubai South townhouse, logisti; Local logistics: Handler driving an unbranded van past generic logistics ware",4 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-deira,/dubai/deira/,Existing,pet relocation Deira,pet transport Deira; dog & cat transport Deira,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): old Dubai, DXB-adjacent, dense apartments; plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner carrying a cat carrier through a Deira older-apartment; Local logistics: Simple route diagram Deira to DXB showing the very short run",4 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-bur-dubai,/dubai/bur-dubai/,Existing,pet relocation Bur Dubai,pet transport Bur Dubai; dog & cat transport Bur Dubai,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): consulates/old-city angle; ABSORBS karama content on merge (ND1); plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner walking a small mixed-breed dog through a Bur Dubai he; Local logistics: Handler carrying a cat carrier from a walk-up apartment entr",4 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,local-umm-suqeim,/dubai/umm-suqeim/,Existing,pet relocation Umm Suqeim,pet transport Umm Suqeim; dog & cat transport Umm Suqeim,commercial/local,EXPAND (Grade A),"EXPAND to 1,800-2,200 words of UNIQUE local content (breaks shared-template ~50% similarity): coastal villas, Jumeirah Beach corridor; ABSORBS al-wasl content on merge (ND5); plus pickup logistics, high-rise vs villa access, distance/routing to DXB/DWC, verified nearby vets ONLY, realistic collection procedure, related communities, unique FAQs; fix 90-day VETO claim verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Saluki on a quiet Umm Suqeim beachside path at sunrise; Local logistics: Handler loading a crated cat into a van at a coastal villa g",4 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + FAQPage,Dubai Municipality; verified local vets only,66,Content Writer,Merge salvage if absorber page; local vet verification,planned
10,2026-11-09,program-ops,(week 10 close-out),—,—,—,—,WEEKLY REVIEW,"Weekly review of Week 10 LOCAL SEO QUALITY (8 merges/redirects live, 16 Grade-A community pages expanded, /dubai/ hub rebuilt, Sharjah created, Abu Dhabi expanded, hubs completed). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.",—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-10 tasks,planned
11,2026-11-16,airline-emirates,/guides/emirates-pet-cargo/,New,Emirates pet cargo,Emirates pet policy; Emirates SkyCargo pets; Emirates pet cargo price; Emirates pet cargo booking,informational (airline decision support),CREATE,"CREATE 1,800-2,400 words (730/mo cluster — biggest airline cluster): first-party fee table USD 500/650/800 by weight/dimensions, 17-hour checked-baggage rule, DXB-arrivals-cargo-only rule, 1-week pet travel form, May-Sep bird transit ban, SkyCargo ""Emirates Pets"" product. FACTUAL first-party info, NO affiliation implication (brief rule). Slim the Emirates section of /guides/uae-pet-import-requirements/ and link here.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Generic cargo-hold style illustration: secured crate in an a; Fees section: Fee table-style diagram with weight/size tiers; Booking section: Step diagram from enquiry to confirmed pet booking",3 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,Emirates (emirates.com verified); Emirates SkyCargo; IATA,70,Content Writer,30-day freshness class (airline rules); /guides/ hub,planned
11,2026-11-16,airline-etihad,/guides/etihad-pet-policy/,New,Etihad pet policy,Etihad pets in cabin; Etihad pet fee; can pets fly in cabin to UAE,informational (airline decision support),CREATE,"CREATE 1,500-2,000 words (300/mo cluster): ONLY UAE carrier allowing cabin pets — USD 399 (corrects outdated USD 1,500 circulating), <=8kg/16-week limits, 40x40x22cm carrier, 7-day form/72-hour documents, AUH release permit + Bill of Entry steps; ties cabin option to Abu Dhabi arrival strategy. No affiliation claims.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Cat in a soft carrier stowed under an airplane seat, cabin f; Cabin vs cargo section: Decision diagram: can your pet fly in the cabin?; Booking section: Step diagram for adding a pet to a booking",3 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,Etihad (etihad.com verified),62,Content Writer,30-day freshness class,planned
11,2026-11-16,airport-dxb,/guides/dubai-pet-arrival-guide/,New,pet arrival Dubai airport,DXB pet arrival; Dubai airport pet collection cargo village; Dubai Municipality pet registration; dog license Dubai,informational (post-arrival),CREATE,"CREATE 2,000-2,600 words (competitor gap #6; airport-dxb 100/mo + registration 250/mo clusters): step-by-step DXB Cargo Village/dnata clearance walkthrough, W1-verified release fees, Dubai Municipality registration via dm.gov.ae/Dubai Now (AED 10 + microchip + knowledge fee + VAT — secondary, verify on dm.gov.ae), annual renewal + fines, leash-law context; upsell registration-assist add-on.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Owner opening a crate on a Dubai apartment floor while their; Arrival flow section: Arrival flow diagram: land, clearance, collection, home, reg; Registration section: Close-up of a dog collar with a plain round registration tag",3 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,Dubai Municipality/dm.gov.ae; u.ae; MOCCAE; W1 release-fee verification,68,Content Writer,W1 fee verification; dm.gov.ae fee check,planned
11,2026-11-16,route-netherlands-inbound,/routes/netherlands-to-dubai/,New,pet relocation Netherlands to Dubai,moving dog from Netherlands to Dubai,informational/commercial (route),CREATE,"CREATE 2,200-3,000 words (65/mo cluster — WEAKEST of 5 new inbound per new-page-justifications, deliberately built LAST): KLM pet cargo via AMS, NL certificate endorsement path, AED/EUR cost table; reuses EU framework from germany/france pages with NL-specific vet detail.","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: European shorthair cat on a canal-house windowsill beside a ; Documents & timeline: Route document checklist + timeline diagram for Netherlands ",3 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,MOCCAE; European Commission; KLM (verify),75,Content Writer,W7 EU route pages live (content reuse),planned
11,2026-11-16,program-ops,(week 11 close-out),—,—,—,—,WEEKLY REVIEW,Weekly review of Week 11 AIRLINE + AIRPORT (Emirates/Etihad guides + DXB arrival guide created; netherlands inbound route completed — all 21 routes now live). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.,—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-11 tasks,planned
12,2026-11-23,internal-linking,internal-link-map.csv P1 (102 links),Existing,—,—,—,LINK IMPLEMENTATION P1,Implement all 102 P1 rows of internal-link-map.csv first: money pages receive hub/route/guide links with recommended anchors; verify anchor text matches map (no exact-match stuffing — diversity rules).,—,102 P1 links,—,internal-link-map.csv,P1,Developer,All W3-W11 pages live,planned
12,2026-11-23,internal-linking,internal-link-map.csv P2/P3 (298 links),Existing,—,—,—,LINK IMPLEMENTATION P2/P3,"Implement remaining 186 P2 + 112 P3 links; verify every new page (21 created URLs) has >=3 inbound links from live pages; no orphans; hub/spoke flow confirmed (hubs link down, spokes link up + laterally).",—,298 P2/P3 links,—,internal-link-map.csv,P2,Developer,P1 pass complete,planned
12,2026-11-23,technical,breadcrumb audit site-wide,Existing,—,—,—,BREADCRUMBS,"Verify BreadcrumbList on all pages incl. 21 new URLs; breadcrumb trails reflect final architecture (/routes/x, /cities/x, /guides/x, /dubai/x); fix 3 pages missing BreadcrumbList (78/81 at crawl).",—,—,BreadcrumbList sitewide,crawl-summary.md schema inventory,P2,Developer,Redirects live (W10),planned
12,2026-11-23,technical,anchor diversity + schema re-check,Existing,—,—,—,QA PASS,Anchor-text diversity audit (no >30% exact-match to one target); full schema re-validation of all pages incl. new Article/FAQPage/HowTo deployments; confirm no LocalBusiness schema on non-location pages.,—,—,Full JSON-LD re-validation,internal-link-map.csv anchor rules,P2,Developer,Link implementation complete,planned
12,2026-11-23,technical,metadata pass,Existing,—,—,—,METADATA PASS,Fix 16 meta descriptions >160 chars + 6 titles >60 chars (crawl findings); apply roadmap Recommended Title/H1 everywhere not yet applied; year-stamp (2026) titles per winning SERP pattern.,—,—,—,crawl-summary.md; page-roadmap.csv title columns,P2,SEO Lead,—,planned
12,2026-11-23,media,image alt + delivery audit per image-map.csv,Existing,—,—,—,IMAGE PASS,Verify all 200 image-map rows: delivered images match filename/alt/caption spec; 31 original-photo-required images are genuinely original (no AI substitution); alt text present (crawl baseline: 0 missing — maintain); compress/resize hero images.,200 images audited vs image-map.csv,—,—,image-map.csv,P2,Image Producer,All W3-W11 images delivered,planned
12,2026-11-23,program-ops,(week 12 close-out),—,—,—,—,WEEKLY REVIEW,"Weekly review of Week 12 INTERNAL LINKING + ENTITY CONSOLIDATION (400 link-map rows implemented, breadcrumbs/schema/metadata/images audited). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.",—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-12 tasks,planned
13,2026-11-30,qa,full site re-crawl,Existing,—,—,—,RE-CRAWL,"Full re-crawl (same methodology as crawl-summary): 0 broken links, 0 orphans, redirects resolve in 1 hop, canonicals clean, noindex correct; before/after comparison vs 2026-09-04 baseline (word counts, near-duplicate pairs ND1-ND5 resolved, schema coverage).",—,—,—,crawl-summary.md baseline,P1,Developer,W12 passes complete,planned
13,2026-11-30,analytics,indexation + ranking check,—,—,—,—,INDEXATION/RANKING REVIEW,GSC: all 21 new URLs submitted + indexed (request indexing where pending); ranking movement vs W2 baseline for 578 locked keywords; merged-URL equity transfer check; update Current Rank in keyword-lock-map.csv.,—,—,—,GSC; rank tracker; keyword-lock-map.csv,P1,Analytics Specialist,W2 baseline,planned
13,2026-11-30,analytics,lead/tracking review,—,—,—,—,LEAD TRACKING REVIEW,Compare CTA/WhatsApp/form conversion events vs W1 baseline; identify top-converting new pages; confirm all 8 CTA taxonomy events fire correctly; report leads-by-cluster to stakeholder.,—,—,—,GA4/GTM events from W1 setup,P1,Analytics Specialist,W1 tracking,planned
13,2026-11-30,regulatory,regulatory freshness re-verification,Existing,—,—,—,RE-VERIFY 30-DAY CLASS,"Re-verify all 30-day freshness-class claims (airline fees/rules, release fees, permit fees) due 2026-10-04+; refresh last-verified dates; re-check MOCCAE portal for fee/validity changes; log in regulatory-source-of-truth.csv Next Review Date.",—,—,—,regulatory-source-of-truth.csv Next Review Date column,P1,Regulatory Fact-Checker,—,planned
13,2026-11-30,program-ops,next-90-day backlog production,—,—,—,—,PLANNING,"Produce next-90-day plan from backlog.csv + W13 findings: Grade-B local re-grade with 90-day impressions data (merge into nearest A page if no traction), HOLD route promotion review (demand evidence), tool builds (cost calculator, crate tool), outreach targets (PropertyFinder, missmeow, petsguide), next-cycle competitor moves.",—,—,—,backlog.csv; GSC 90-day data; competitor-notes.md,P1,SEO Lead,W13 re-crawl + ranking review,planned
13,2026-11-30,program-ops,(week 13 close-out),—,—,—,—,WEEKLY REVIEW,"Weekly review of Week 13 QA + SECOND-GENERATION (re-crawl, indexation/ranking/lead reviews, freshness re-verification, next-90-day backlog). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.",—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-13 tasks,planned
