URL,Section,Image Objective,Subject,Pet,People,Setting,Orientation,Aspect Ratio,Suggested Filename,Alt Text,Caption,Original Photo Preferred?,AI Image Acceptable?,Image-Generation Prompt,Notes
"https://dubai-pet-relocation.ae/routes/dubai-to-uk/","Arrival & reunion","Close with the UK arrival outcome","Cat exploring a book-lined London-style sitting room on arrival, rain on the window","British Shorthair cat","Owner unpacking in background","UK terraced sitting room, rainy daylight","landscape","16:9","dubai-to-uk-arrival-cat-london-sitting-room.jpg","Cat exploring its new UK home after relocating from Dubai","New weather, same cat. Home is wherever the blanket lands.","no","yes","Photorealistic documentary-style image of a British Shorthair cat exploring a book-lined terraced sitting room with rain on the window, owner unpacking softly in background, cool British daylight, authentic UK context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/dubai-to-usa/","Hero","Represent the Dubai-to-USA direction","Handler weighing a crated beagle on a scale in a neutral logistics room","Beagle in crate","Handler + owner watching","Neutral logistics preparation room, no signage","landscape","16:9","dubai-to-usa-crate-weighing-beagle-logistics.jpg","Crated beagle being weighed before a Dubai to USA pet relocation flight","For the USA route, Dubai is CDC high-risk listed - the paperwork starts earlier than you think.","no","yes","Photorealistic documentary-style image of a handler weighing a crated beagle on an industrial scale in a plain neutral logistics preparation room, owner watching, no signage, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Neutral room only - never stage fake airport check-in scenes"
"https://dubai-pet-relocation.ae/routes/dubai-to-usa/","Documents & timeline","Explain CDC Dog Import Form + high-risk rules","Route document checklist + timeline diagram for Dubai to USA","Icons","None","Flat diagram","landscape","16:9","dubai-to-usa-cdc-dog-import-form-timeline-diagram.png","Documents and timeline for exporting a dog from Dubai to the USA, including the CDC Dog Import Form","","no","yes","Clean flat-design infographic: checklist and timeline strip for Dubai-to-USA pet export with a dog lane and a cat lane. Labels: Microchip; Rabies certificate; CDC Dog Import Form (dogs); High-risk country rules apply (UAE); USDA-endorsed health certificate where required; MOCCAE export certificate; Flight. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","CDC-verified content per roadmap; no fabricated form imagery"
"https://dubai-pet-relocation.ae/routes/dubai-to-usa/","Arrival & reunion","Close with the US arrival outcome","Beagle bounding across an American suburban lawn toward its owner at the new home","Beagle","Owner crouching","US suburban front lawn, bright morning","landscape","16:9","dubai-to-usa-arrival-beagle-american-lawn.jpg","Beagle reunited with its owner at their new US home after relocating from Dubai","High-risk route, low-drama ending. That is the plan.","no","yes","Photorealistic documentary-style image of a beagle bounding across an American suburban front lawn toward its crouching owner, bright morning light, authentic US residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/germany-to-dubai/","Hero","Represent the Germany origin context","Dachshund in a Berlin-style apartment beside a travel crate, tall windows and radiators","Dachshund","Owner writing a checklist","European city apartment, cool daylight","landscape","16:9","germany-to-dubai-dachshund-berlin-apartment-crate.jpg","Dachshund in a Berlin apartment beside a travel crate before relocating from Germany to Dubai","EU-listed country, straightforward UAE entry - the planning is in the details.","no","yes","Photorealistic documentary-style image of a dachshund in a Berlin-style apartment beside an open travel crate, tall windows, cool European daylight, authentic German residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page - create with the page build"
"https://dubai-pet-relocation.ae/routes/germany-to-dubai/","Documents & timeline","Show EU-to-UAE document flow","Route document checklist + timeline diagram for Germany to Dubai","Icons","None","Flat diagram","landscape","16:9","germany-to-dubai-documents-timeline-diagram.png","Documents and timeline for moving a pet from Germany to Dubai","","no","yes","Clean flat-design infographic: checklist and timeline strip for Germany-to-Dubai pet relocation. Labels: Microchip; Rabies vaccination; EU pet passport or health certificate; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; figures from regulatory-source-of-truth only"
"https://dubai-pet-relocation.ae/routes/france-to-dubai/","Hero","Represent the France origin context","French bulldog on a Parisian balcony beside a carrier, zinc rooftops behind","French bulldog","Owner with morning coffee","Parisian balcony apartment, soft light","landscape","16:9","france-to-dubai-french-bulldog-paris-balcony-carrier.jpg","French bulldog on a Paris balcony beside a carrier before relocating from France to Dubai","A snub-nosed dog on a long route needs an airline and a season chosen carefully.","no","yes","Photorealistic documentary-style image of a French bulldog sitting on a Parisian balcony beside a carrier, zinc rooftops behind, soft morning light, authentic Parisian residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Ties naturally to the snub-nosed guide; new page"
"https://dubai-pet-relocation.ae/routes/france-to-dubai/","Documents & timeline","Show France-to-UAE document flow","Route document checklist + timeline diagram for France to Dubai","Icons","None","Flat diagram","landscape","16:9","france-to-dubai-documents-timeline-diagram.png","Documents and timeline for moving a pet from France to Dubai","","no","yes","Clean flat-design infographic: checklist and timeline strip for France-to-Dubai pet relocation. Labels: Microchip; Rabies vaccination; EU pet passport or health certificate; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; figures from regulatory-source-of-truth only"
"https://dubai-pet-relocation.ae/routes/netherlands-to-dubai/","Hero","Represent the Netherlands origin context","European shorthair cat on a canal-house windowsill beside a carrier","European shorthair cat","Owner packing below","Dutch canal-house interior, tall window light","landscape","16:9","netherlands-to-dubai-cat-canal-house-window-carrier.jpg","Cat on a Dutch canal-house windowsill beside a carrier before relocating from the Netherlands to Dubai","Cats from Amsterdam fly this corridor every month - the rules are well worn.","no","yes","Photorealistic documentary-style image of a European shorthair cat sitting on a tall canal-house windowsill beside a soft carrier, canal light, authentic Dutch interior context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page"
"https://dubai-pet-relocation.ae/routes/netherlands-to-dubai/","Documents & timeline","Show Netherlands-to-UAE document flow","Route document checklist + timeline diagram for Netherlands to Dubai","Icons","None","Flat diagram","landscape","16:9","netherlands-to-dubai-documents-timeline-diagram.png","Documents and timeline for moving a pet from the Netherlands to Dubai","","no","yes","Clean flat-design infographic: checklist and timeline strip for Netherlands-to-Dubai pet relocation. Labels: Microchip; Rabies vaccination; EU pet passport or health certificate; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; figures from regulatory-source-of-truth only"
"https://dubai-pet-relocation.ae/routes/singapore-to-dubai/","Hero","Represent the Singapore origin context","Pomeranian in a bright high-rise apartment beside a travel crate, city greenery below","Pomeranian","Owner closing crate door","Singapore high-rise apartment, tropical light","landscape","16:9","singapore-to-dubai-pomeranian-highrise-crate.jpg","Pomeranian in a Singapore high-rise apartment beside a travel crate before relocating to Dubai","Singapore's AVS export process is orderly - your paperwork will be too.","no","yes","Photorealistic documentary-style image of a Pomeranian in a bright Singapore high-rise apartment beside a travel crate, city greenery visible below, tropical daylight, authentic Singaporean residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page; AVS angle per roadmap"
"https://dubai-pet-relocation.ae/routes/singapore-to-dubai/","Documents & timeline","Show AVS export + UAE import steps","Route document checklist + timeline diagram for Singapore to Dubai","Icons","None","Flat diagram","landscape","16:9","singapore-to-dubai-avs-documents-timeline-diagram.png","Documents and timeline for moving a pet from Singapore to Dubai, including AVS export steps","","no","yes","Clean flat-design infographic: checklist and timeline strip for Singapore-to-Dubai pet relocation. Labels: Microchip; Vaccinations; AVS export licence and vet health certificate; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; figures from regulatory-source-of-truth only"
"https://dubai-pet-relocation.ae/routes/saudi-arabia-to-dubai/","Hero","Represent the GCC ground/air corridor without fake signage","Cat in a secured carrier on the back seat of an SUV on a desert highway, dunes in the distance","Cat in carrier","Driver silhouette","Gulf desert highway, late afternoon","landscape","16:9","saudi-arabia-to-dubai-cat-suv-desert-highway.jpg","Cat in a carrier travelling by road from Saudi Arabia toward Dubai","Riyadh to Dubai can be a flight - or a well-planned drive. We do both.","no","yes","Photorealistic documentary-style image of a cat in a secured carrier on the back seat of an SUV driving a desert highway, dunes in the distance, late-afternoon Gulf light, authentic GCC context, no logos, no text, no road signage, editorial photography, landscape 16:9.","Unique ground-transport angle per roadmap; no border-post or signage imagery"
"https://dubai-pet-relocation.ae/routes/saudi-arabia-to-dubai/","Documents & timeline","Show MEWA export + MOCCAE import both ends","Two-lane diagram: Saudi export steps and UAE import steps","Icons","None","Flat diagram","landscape","16:9","saudi-arabia-to-dubai-mewa-moccae-diagram.png","Saudi Arabia to Dubai pet relocation: MEWA export steps and MOCCAE import steps","","no","yes","Clean flat-design infographic: two-lane flow diagram, top lane Saudi export (MEWA) steps, bottom lane UAE import (MOCCAE) steps, converging at a road/plane choice node. Labels: MEWA export permit; Vet health certificate; Vaccination records; MOCCAE import permit; Fly or drive; Arrival. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; GCC-gap page per roadmap; figures from source-of-truth only"
"https://dubai-pet-relocation.ae/routes/dubai-to-canada/","Hero","Represent the Dubai-to-Canada direction","Owner brushing a husky beside a packed crate in a Dubai apartment","Husky","Owner seated on floor","Dubai apartment, packing day","landscape","16:9","dubai-to-canada-husky-packed-crate-apartment.jpg","Owner brushing their husky beside a packed crate before relocating from Dubai to Canada","The CFIA paperwork is friendly; the flight planning is the hard part.","no","yes","Photorealistic documentary-style image of an owner brushing a husky beside a packed travel crate in a Dubai apartment on packing day, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page - NOT a reversed inbound copy"
"https://dubai-pet-relocation.ae/routes/dubai-to-canada/","Documents & timeline","Show CFIA import requirements from the UAE side","Route document checklist + timeline diagram for Dubai to Canada","Icons","None","Flat diagram","landscape","16:9","dubai-to-canada-cfia-documents-timeline-diagram.png","Documents and timeline for exporting a pet from Dubai to Canada under CFIA rules","","no","yes","Clean flat-design infographic: checklist and timeline strip for Dubai-to-Canada pet export. Labels: Microchip; Rabies vaccination certificate; CFIA import requirements; Vet health certificate; MOCCAE export certificate; Flight; Arrival in Canada. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; figures from regulatory-source-of-truth only"
"https://dubai-pet-relocation.ae/routes/dubai-to-australia/","Hero","Represent the hardest export route honestly","Owner and a border collie at a long planning table covered in a calendar and document folder","Border collie","Owner with pen and calendar","Dubai apartment dining table","landscape","16:9","dubai-to-australia-planning-calendar-border-collie.jpg","Owner planning a Dubai to Australia pet relocation on a calendar with their border collie nearby","Australia is the longest runway in pet relocation - around six months. Start now.","no","yes","Photorealistic documentary-style image of an owner marking a long wall calendar beside a document folder at a Dubai dining table, border collie resting at their feet, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page; UAE is Australia Group 3 (long timeline) per verified source"
"https://dubai-pet-relocation.ae/routes/dubai-to-australia/","Documents & timeline","Visualise the ~180-day Group-3 timeline","Long-horizon timeline diagram for Dubai to Australia","Icons","None","Flat diagram","landscape","16:9","dubai-to-australia-group3-180-day-timeline-diagram.png","Long timeline for exporting a pet from Dubai to Australia under DAFF Group 3 rules","","no","yes","Clean flat-design infographic: extended horizontal timeline for Dubai-to-Australia pet export showing the long preparation arc. Labels: Microchip and rabies vaccination; RNATT; 180-day preparation period; DAFF import permit; Quarantine booking; MOCCAE export certificate; Flight; Australian quarantine and release. Sand-and-teal palette, quarantine node clearly marked, no brand logos, no fake official seals, landscape 16:9.","All durations strictly from verified page copy (DAFF Group 3)"
"https://dubai-pet-relocation.ae/routes/dubai-to-australia/","Arrival & reunion","Close with the Australian arrival outcome","Border collie greeting its owner at an Australian home after quarantine release","Border collie","Owner kneeling on lawn","Australian backyard, bright morning","landscape","16:9","dubai-to-australia-arrival-border-collie-backyard.jpg","Border collie reunited with its owner in Australia after relocating from Dubai","Six months of process, one tail wag at the gate.","no","yes","Photorealistic documentary-style image of a border collie greeting its kneeling owner on an Australian backyard lawn, bright morning light, authentic Australian residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Do not depict quarantine facility interiors"
"https://dubai-pet-relocation.ae/routes/dubai-to-india/","Hero","Represent the Dubai-to-India direction","Family packing a Dubai apartment while an indie-type rescue dog watches from its open crate","Indie rescue dog","Family packing","Dubai apartment, packing day","landscape","16:9","dubai-to-india-family-packing-indie-dog-crate.jpg","Family packing a Dubai apartment with their rescue dog before relocating from Dubai to India","Taking a pet from the UAE to India runs on NOCs and Transfer of Residence rules - we map them first.","no","yes","Photorealistic documentary-style image of a family packing a Dubai apartment while a short-haired indie-type rescue dog watches from its open crate, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page; 2nd biggest outbound cluster"
"https://dubai-pet-relocation.ae/routes/dubai-to-india/","Documents & timeline","Show AQCS NOC + Transfer of Residence steps","Route document checklist + timeline diagram for Dubai to India","Icons","None","Flat diagram","landscape","16:9","dubai-to-india-aqcs-noc-timeline-diagram.png","Documents and timeline for exporting a pet from Dubai to India, including the AQCS NOC","","no","yes","Clean flat-design infographic: checklist and timeline strip for Dubai-to-India pet export. Labels: Microchip; Vaccinations; AQCS No Objection Certificate; Transfer of Residence conditions; MOCCAE export certificate; Flight; Arrival in India. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; AQCS/ToR rules verified first-party per roadmap"
"https://dubai-pet-relocation.ae/routes/dubai-to-india/","Arrival & reunion","Close with the India arrival outcome","Grandmother greeting the family dog at an Indian home entrance, marigold plants nearby","Indie rescue dog","Older woman kneeling, joyful","Indian home entrance, warm evening","landscape","16:9","dubai-to-india-arrival-dog-family-reunion-entrance.jpg","Dog reunited with its family at a home entrance in India after relocating from Dubai","The dog does not care about the paperwork. The reunion is the point.","no","yes","Photorealistic documentary-style image of an older woman kneeling joyfully to greet a short-haired dog at an Indian home entrance with potted marigolds, warm evening light, authentic Indian residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/dubai-to-philippines/","Hero","Represent the Dubai-to-Philippines direction","Owner measuring a shih tzu for a travel crate in a Dubai apartment","Shih tzu","Coordinator measuring","Dubai apartment living room","landscape","16:9","dubai-to-philippines-shih-tzu-crate-measuring.jpg","Shih tzu being measured for a travel crate before relocating from Dubai to the Philippines","The Philippines wants a BAI import permit before your pet flies - we sequence it with the export certificate.","no","yes","Photorealistic documentary-style image of a shih tzu being measured for a travel crate by a coordinator in a Dubai apartment, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page"
"https://dubai-pet-relocation.ae/routes/dubai-to-philippines/","Documents & timeline","Show BAI SPSIC steps","Route document checklist + timeline diagram for Dubai to Philippines","Icons","None","Flat diagram","landscape","16:9","dubai-to-philippines-bai-spsic-timeline-diagram.png","Documents and timeline for exporting a pet from Dubai to the Philippines, including the BAI SPSIC permit","","no","yes","Clean flat-design infographic: checklist and timeline strip for Dubai-to-Philippines pet export. Labels: Microchip; Vaccinations; BAI SPSIC import permit; Vet health certificate; MOCCAE export certificate; Flight; Arrival in Manila. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; BAI SPSIC verified first-party per roadmap"
"https://dubai-pet-relocation.ae/routes/dubai-to-germany/","Hero","Represent the Dubai-to-Germany direction","Owner zipping a document pouch onto a crate while a dachshund waits in a Dubai hallway","Dachshund","Owner crouching","Dubai apartment hallway, departure morning","landscape","16:9","dubai-to-germany-dachshund-crate-document-pouch.jpg","Owner attaching a document pouch to a travel crate before relocating from Dubai to Germany","Good news first: the UAE is on the EU's titer-exempt list. No titer test needed.","no","yes","Photorealistic documentary-style image of an owner zipping a document pouch onto a travel crate while a dachshund waits in a Dubai apartment hallway, morning light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","New page; strong no-titer hook per roadmap"
"https://dubai-pet-relocation.ae/routes/dubai-to-germany/","Documents & timeline","Show EU entry steps from the UAE side","Route document checklist + timeline diagram for Dubai to Germany","Icons","None","Flat diagram","landscape","16:9","dubai-to-germany-eu-entry-timeline-diagram.png","Documents and timeline for exporting a pet from Dubai to Germany under EU entry rules","","no","yes","Clean flat-design infographic: checklist and timeline strip for Dubai-to-Germany pet export. Labels: Microchip; Valid rabies vaccination; No titer needed (UAE is EU-listed); EU health certificate; MOCCAE export certificate; Flight; Arrival in Germany. Sand-and-teal palette, no-titer step highlighted, no brand logos, no fake official seals, landscape 16:9.","New page; EU-listing verified per European Commission source"
"https://dubai-pet-relocation.ae/routes/dubai-to-saudi-arabia/","Hero","Represent the Dubai-to-Saudi direction incl. the road option","Handler loading a crated cat into an SUV at a Dubai villa before a road trip to Riyadh","Cat in crate","Handler + owner","Dubai villa driveway, early morning","landscape","16:9","dubai-to-saudi-arabia-cat-suv-villa-loading.jpg","Handler loading a crated cat into an SUV in Dubai before a road relocation to Saudi Arabia","Dubai to Riyadh by road takes a day and a good permit file - often kinder than a cargo hold.","no","yes","Photorealistic documentary-style image of a handler loading a crated cat into the back of an SUV at a Dubai villa driveway in early morning, warm natural light, authentic Dubai/UAE context, no logos, no text, no road signage, editorial photography, landscape 16:9.","New page; GCC-gap page; never show border posts or checkpoint signage"
"https://dubai-pet-relocation.ae/routes/dubai-to-saudi-arabia/","Documents & timeline","Show MEWA Anaam permit + validity window","Route document checklist + timeline diagram for Dubai to Saudi Arabia","Icons","None","Flat diagram","landscape","16:9","dubai-to-saudi-arabia-mewa-anaam-timeline-diagram.png","Documents and timeline for exporting a pet from Dubai to Saudi Arabia, including the MEWA import permit","","no","yes","Clean flat-design infographic: checklist and timeline strip for Dubai-to-Saudi-Arabia pet export. Labels: Microchip; Vaccinations; MEWA import permit (Anaam/Naama); Iqama-holder requirement; Vet health certificate; MOCCAE export certificate; Fly or drive; Arrival. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","New page; MEWA 30-day validity verified first-party per roadmap"
"https://dubai-pet-relocation.ae/guides/","Hero","Guide-hub orientation: route visitors by situation","Flat illustration of a dog and cat beside an open guidebook with a route map","Stylised dog + cat","None","Flat illustration","landscape","16:9","pet-relocation-guides-hub-dog-cat-guidebook.png","Illustration for the Dubai pet relocation guides library covering costs, permits, crates and routes","","no","yes","Flat-design vector illustration of a dog and a cat sitting beside an oversized open guidebook showing a simple route map, sand-and-teal palette, rounded shapes, generous whitespace, no readable text, no brand logos, landscape 16:9.","Decorative illustration appropriate for a directory hub"
"https://dubai-pet-relocation.ae/guides/","Start-here router","Help visitors self-select the right guide","Decision diagram routing by situation (importing, exporting, airline choice, breed worry)","Icons","None","Flat diagram","landscape","16:9","which-pet-relocation-guide-decision-diagram.png","Which pet relocation guide do you need: decision diagram by situation","","no","yes","Clean flat-design infographic: decision tree starting from 'What is your situation?' with four branches leading to guide cards. Labels: Moving TO Dubai (import requirements guide); Leaving Dubai (export guide); Choosing an airline (Emirates/Etihad guides); Worried about breed or heat (breed, snub-nosed and summer guides). Sand-and-teal palette, no brand logos, landscape 16:9.","Matches the roadmap's start-here routing recommendation"
"https://dubai-pet-relocation.ae/guides/pet-relocation-cost-dubai/","Hero","Set transparent-pricing tone","Overhead flat lay: crate, measuring tape, calculator, document folder and a paper invoice with blank fields","None","Hands holding calculator","Desk top-down","landscape","16:9","pet-relocation-cost-dubai-crate-calculator-invoice-flatlay.jpg","Pet relocation cost planning items: crate, measuring tape, calculator and invoice on a desk","Every dirham, itemised. This guide shows the whole bill before you commit.","no","yes","Photorealistic documentary-style image of an overhead flat lay with a small pet crate, measuring tape, calculator and a plain invoice sheet with blank fields on a desk, warm natural light, no logos, no readable figures, editorial photography, landscape 16:9.","No real fee numbers in the image - figures live in the (verified) tables"
"https://dubai-pet-relocation.ae/guides/pet-relocation-cost-dubai/","Cost breakdown","Make the full cost stack scannable","Stacked-bar diagram of a typical relocation cost by component","Icons","None","Flat diagram","landscape","16:9","pet-relocation-cost-dubai-breakdown-stacked-bar.png","Pet relocation cost breakdown for Dubai by component: permits, vet, crate, cargo, service fee","","no","yes","Clean flat-design infographic: one horizontal stacked bar divided into coloured segments for a typical pet relocation cost. Labels: Government permits and fees; Vet visits and vaccinations; Crate and accessories; Air cargo; Coordination service fee. Percentages left as editable text. Sand-and-teal palette, no brand logos, landscape 16:9.","Segments/percentages must come from the verified cost tables on the page"
"https://dubai-pet-relocation.ae/guides/pet-relocation-cost-dubai/","Cost by pet size","Show how size drives price","Three-crate size comparison diagram (cat, small dog, large dog) with relative cost bars","Cat + dog outlines","None","Flat diagram","landscape","16:9","pet-relocation-cost-by-pet-size-crate-comparison.png","How pet size affects relocation cost: crate sizes for a cat, small dog and large dog compared","","no","yes","Clean flat-design infographic: three crates side by side sized for a cat, a small dog and a large dog, each with a relative cost bar beneath. Labels: Cat/small carrier; Medium crate; Large/giant crate; relative cost bars marked low/medium/high (editable). Sand-and-teal palette, no brand logos, landscape 16:9.","Anchors the cost-by-size section; pairs with crate-size calculator feature"
"https://dubai-pet-relocation.ae/guides/uae-pet-import-requirements/","Hero","Signal completeness of the master requirements guide","Flat checklist-board illustration with documents, syringe, microchip and crate icons","Icons","None","Flat illustration","landscape","16:9","uae-pet-import-requirements-master-checklist-illustration.png","Master checklist of UAE pet import requirements: microchip, vaccinations, titer test, permit and health certificate","","no","yes","Clean flat-design illustration of a clipboard checklist surrounded by simple icons: microchip, syringe, blood-sample vial, permit document, health certificate, crate. Labels: Microchip; Rabies vaccination; Titer test (if required); MOCCAE import permit; Health certificate. Sand-and-teal palette, no fake official seals, landscape 16:9.","This is the regulatory-blocked page - image must be re-exported if rules text changes"
"https://dubai-pet-relocation.ae/guides/uae-pet-import-requirements/","Step-by-step section","Visualise the full import sequence with timing","Import timeline diagram from first vet visit to arrival","Icons","None","Flat diagram","landscape","16:9","uae-pet-import-step-by-step-timeline-diagram.png","Step-by-step UAE pet import timeline from vaccinations to arrival clearance","","no","yes","Clean flat-design infographic: horizontal timeline of the UAE pet import process. Labels: Microchip; Rabies vaccination; Titer test if required (timing per page copy); MOCCAE import permit (validity per page copy); Health certificate; Flight; Arrival clearance. Sand-and-teal palette, clock icons on timed steps, no brand logos, no fake official seals, landscape 16:9.","Do NOT bake in 90-day validity - page is being corrected to 30-day validity"
"https://dubai-pet-relocation.ae/guides/uae-pet-import-requirements/","Vaccination section","Show the vet-visit reality behind the checklist","Vet scanning a cat's microchip with a handheld reader in a clinic","Grey tabby cat","Vet hands only","Vet clinic exam table","landscape","4:3","vet-scanning-cat-microchip-uae-import-check.jpg","Vet scanning a cat's microchip during UAE pet import preparation","","no","yes","Photorealistic documentary-style image of a vet scanning a grey tabby cat's microchip with a handheld reader on a clinic exam table, close crop, no branding, warm natural light, authentic clinical context, no logos, no readable text, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/guides/banned-dog-breeds-dubai/","Hero","Handle a sensitive topic without menacing dog imagery","Flat illustration of a dog silhouette behind a magnifying glass with a question mark","Dog silhouette","None","Flat illustration","landscape","16:9","banned-dog-breeds-dubai-magnifier-silhouette.png","Illustration for the guide to banned and restricted dog breeds in Dubai","","no","yes","Flat-design vector illustration of a neutral dog silhouette viewed through a large magnifying glass with a question mark, sand-and-teal palette, non-threatening rounded shapes, no breed-specific aggression cues, no text, no brand logos, landscape 16:9.","Deliberately avoid scary or muzzled-dog photography"
"https://dubai-pet-relocation.ae/guides/banned-dog-breeds-dubai/","Breed status section","Answer 'is my dog allowed?' in one visual","Decision tree diagram for breed eligibility","Dog icons","None","Flat diagram","landscape","16:9","is-my-dog-breed-banned-dubai-decision-tree.png","Decision tree: is my dog breed banned or restricted in Dubai, and what to do next","","no","yes","Clean flat-design infographic: decision tree starting from 'What breed is your dog?' with branches. Labels: On the banned list - do not import, talk to us about options; Restricted list - leash, muzzle and registration rules apply; Mixed or unsure - request a breed assessment; Not listed - standard import rules. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","List content must track Federal Law 22/2016 Annex 2 and Decree 190/2021 per roadmap"
"https://dubai-pet-relocation.ae/guides/banned-dog-breeds-dubai/","Mixed-breed section","Explain the assessment pathway","Coordinator photographing a mixed-breed dog side-on against a plain wall for assessment","Mixed-breed dog (medium)","Coordinator with phone camera","Plain wall, even light","landscape","4:3","mixed-breed-assessment-photo-session-dubai.jpg","Mixed-breed dog photographed for a breed assessment before Dubai import","","no","yes","Photorealistic documentary-style image of a coordinator photographing a calm medium mixed-breed dog side-on against a plain wall for a breed assessment, even light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/guides/iata-pet-crate-requirements/","Hero","The definitive crate-sizing visual (linkable asset)","Full crate measurement diagram: dog outline with A/B/C/D arrows and crate formula","Dog outline","None","Flat diagram","landscape","16:9","iata-crate-sizing-formula-dog-measurement-diagram.png","IATA crate sizing formula: how to measure your dog for a travel crate, nose to tail and floor to head","The four measurements every airline checks - get them right and the crate is right.","no","yes","Clean flat-design infographic: side-view dog outline with four measurement arrows and the resulting crate outline. Labels: A Nose to base of tail; B Ground to elbow joint; C Elbow to top of head or ears; D Widest point across shoulders; Crate length = A + half of B; Crate height = C (plus extra for snub-nosed breeds). Sand-and-teal palette, technical-drawing style, no brand logos, landscape 16:9.","Flagship linkable diagram; keep consistent with /dog-relocation-to-dubai/ sizing asset"
"https://dubai-pet-relocation.ae/guides/iata-pet-crate-requirements/","Construction rules section","Show what makes a crate compliant","Annotated crate anatomy diagram (door, vents, bolts, bowl, floor)","Crate diagram","None","Flat diagram","landscape","16:9","iata-compliant-crate-anatomy-annotated-diagram.png","Anatomy of an IATA-compliant pet travel crate: metal door, ventilation, bolts and water bowl","","no","yes","Clean flat-design infographic: annotated three-quarter view of an IATA-compliant pet travel crate with callout lines. Labels: Metal mesh door with secure lock; Ventilation on four sides; Fixed bolts (not clips); Attached water bowl; Solid leak-proof floor; No wheels. Sand-and-teal palette, technical callout style, no brand logos, landscape 16:9.","Supports the what-is-NOT-allowed section"
"https://dubai-pet-relocation.ae/guides/iata-pet-crate-requirements/","Sizing service section","Show the human measuring service","Coordinator measuring a beagle's length with a soft tape while owner steadies it","Beagle","Coordinator + owner","Client living room","landscape","4:3","measuring-beagle-for-iata-crate-dubai-home.jpg","Coordinator measuring a beagle for an IATA travel crate in a Dubai home","","no","yes","Photorealistic documentary-style image of a coordinator measuring a beagle with a soft tape from nose to tail base while the owner steadies the dog, home living room, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/guides/pet-travel-summer-dubai/","Hero","Set the heat context without distress imagery","Dog lying on cool tile in deep shade beside a water bowl, heat shimmer beyond the doorway","Saluki","None","Shaded Dubai courtyard, midday","landscape","16:9","pet-travel-summer-dubai-dog-shade-cool-tile.jpg","Dog resting on cool tiles in shade during Dubai summer, illustrating heat rules for pet travel","Dubai summer changes the rules for flying pets - here is what actually changes.","no","yes","Photorealistic documentary-style image of a saluki lying on cool tiles in deep shade beside a water bowl, bright heat shimmer visible through a doorway beyond, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 16:9.","Calm resting dog only - never distressed or panting-in-distress imagery"
